,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43395.375,3.6,-21.4,▼  ,45,43412.375,45,B  ,40500000,0,7241,1,-0.98,0,0,7241,0,0,0,0,0,0,0,0
43395.37502,3.53,-22.93,▼  ,49,43412.37502,4,S  ,44030000,0,7241,2,-1.05,3.53,3.81,7241,1,6,1,2,5,46,6,7
43395.37502,3.54,-22.71,▼  ,50,43412.37502,1,S  ,44915000,0,7241,3,-1.04,3.54,3.81,7241,1,6,1,29,5,46,6,35
43395.37505,3.6,-21.4,▼  ,51,43412.37505,1,BB ,45815000,0,7241,4,-0.98,3.54,3.82,7241,1,10,1,29,5,50,6,34
43395.37506,3.6,-21.4,▼  ,52,43412.37506,1,SS ,46715000,0,7241,5,-0.98,3.54,3.82,7241,1,10,1,29,5,50,6,34
43395.3751,3.6,-21.4,▼  ,55,43412.3751,3,BB ,49415000,0,7241,6,-0.98,3.52,3.81,7241,1,1,2,2,5,41,8,27
43395.3752,3.6,-21.4,▼  ,57,43412.3752,2,SS ,51215000,0,7308,7,-0.98,3.53,3.69,7308,1,10,1,1,5,32,8,9
43395.37537,3.7,-19.21,▼  ,60,43412.37537,3,BB ,53990000,0,7308,8,-0.88,3.64,3.72,7308,1,2,1,8,5,33,5,20
43395.37542,3.66,-20.09,▼  ,62,43412.37542,2,S  ,55820000,0,7308,9,-0.92,3.66,3.71,7308,1,8,1,2,5,24,7,16
43395.37542,3.66,-20.09,▼  ,64,43412.37542,2,S  ,57650000,0,7308,10,-0.92,3.66,3.71,7308,1,8,1,2,5,24,7,16
43395.37542,3.65,-20.31,▼  ,65,43412.37542,1,S  ,58563000,0,7308,11,-0.93,3.66,3.71,7308,2,3,1,1,6,25,6,6
43395.37542,3.7,-19.21,▼  ,66,43412.37542,1,S  ,59488000,0,7308,12,-0.88,3.66,3.71,7308,1,2,1,1,5,25,5,19
43395.37544,3.72,-18.78,▼  ,68,43412.37544,2,BB ,61348000,0,7308,13,-0.86,3.68,3.74,7308,1,2,1,8,5,25,6,25
43395.37544,3.72,-18.78,▼  ,69,43412.37544,1,SS ,62278000,0,7308,14,-0.86,3.69,3.74,7308,1,2,1,1,5,25,6,21
43395.37544,3.72,-18.78,▼  ,70,43412.37544,1,BB ,63208000,0,7308,15,-0.86,3.7,3.74,7308,1,2,1,8,5,16,5,26
43395.37549,3.67,-19.87,▼  ,71,43412.37549,1,SS ,64125000,0,7314,16,-0.91,3.65,3.7,7314,1,1,1,4,7,17,8,83
43395.37551,3.64,-20.52,▼  ,72,43412.37551,1,SS ,65035000,0,7314,17,-0.94,3.62,3.68,7314,1,4,1,2,6,16,8,81
43395.37552,3.64,-20.52,▼  ,80,43412.37552,8,SS ,72315000,0,7314,18,-0.94,3.61,3.66,7314,1,4,1,4,6,14,6,14
43395.37553,3.61,-21.18,▼  ,84,43412.37553,4,S  ,75925000,0,7314,19,-0.97,3.61,3.66,7314,1,4,1,4,6,14,6,14
43395.37553,3.6,-21.4,▼  ,89,43412.37553,5,S  ,80425000,0,7314,20,-0.98,3.61,3.66,7314,1,1,1,5,6,13,6,11
43395.37558,3.58,-21.83,▼  ,90,43412.37558,1,SS ,81320000,0,7314,21,-1,3.57,3.63,7314,1,2,2,3,9,16,7,8
43395.37558,3.56,-22.27,▼  ,91,43412.37558,1,SS ,82210000,0,7314,22,-1.02,3.54,3.61,7314,1,2,1,2,6,10,7,67
43395.37563,3.58,-21.83,▼  ,92,43412.37563,1,BB ,83105000,0,7325,23,-1,3.54,3.6,7325,1,2,1,1,7,15,9,74
43395.37567,3.58,-21.83,▼  ,93,43412.37567,1,BB ,84000000,0,7325,24,-1,3.56,3.59,7325,2,2,1,5,7,14,7,12
43395.37567,3.58,-21.83,▼  ,96,43412.37567,3,BB ,86685000,0,7325,25,-1,3.56,3.59,7325,2,2,1,5,8,15,8,18
43395.37568,3.58,-21.83,▼  ,97,43412.37568,1,BB ,87580000,0,7325,26,-1,3.56,3.59,7325,2,2,1,5,8,15,7,12
43395.37569,3.58,-21.83,▼  ,103,43412.37569,6,BB ,92950000,0,7325,27,-1,3.56,3.59,7325,2,2,1,5,9,16,8,18
43395.37569,3.59,-21.62,▼  ,105,43412.37569,2,BB ,94745000,0,7325,28,-0.99,3.56,3.6,7325,3,4,1,5,8,15,7,12
43395.37569,3.56,-22.27,▼  ,106,43412.37569,1,S  ,95635000,0,7325,29,-1.02,3.56,3.59,7325,1,6,1,4,8,20,6,9
43395.37569,3.59,-21.62,▼  ,107,43412.37569,1,B  ,96533000,0,7325,30,-0.99,3.56,3.59,7325,1,5,1,4,8,19,7,15
43395.37569,3.56,-22.27,▼  ,111,43412.37569,4,S  ,100093000,0,7325,31,-1.02,3.56,3.59,7325,1,6,1,4,9,26,7,15
43395.37572,3.54,-22.71,▼  ,117,43412.37572,6,S  ,105403000,0,7325,32,-1.04,3.56,3.59,7325,2,8,1,6,8,25,8,19
43395.37572,3.53,-22.93,▼  ,118,43412.37572,1,S  ,106285000,0,7325,33,-1.05,3.56,3.59,7325,1,1,1,1,10,28,7,13
43395.37573,3.52,-23.14,▼  ,120,43412.37573,2,S  ,108045000,0,7334,34,-1.06,3.56,3.59,7334,1,6,2,2,8,25,9,15
43395.37574,3.5,-23.58,▼  ,121,43412.37574,1,SS ,108920000,0,7334,35,-1.08,3.48,3.54,7334,1,1,2,8,5,21,9,27
43395.37578,3.46,-24.45,▼  ,122,43412.37578,1,SS ,109785000,0,7334,36,-1.12,3.45,3.51,7334,1,4,1,1,7,20,8,25
43395.37578,3.46,-24.45,▼  ,123,43412.37578,1,S  ,110650000,0,7334,37,-1.12,3.46,3.51,7334,1,4,2,4,7,20,11,32
43395.37578,3.46,-24.45,▼  ,124,43412.37578,1,SS ,111515000,0,7334,38,-1.12,3.45,3.5,7334,1,2,3,3,7,17,10,28
43395.37578,3.45,-24.67,▼  ,127,43412.37578,3,S  ,114103000,0,7334,39,-1.13,3.45,3.5,7334,1,4,3,3,6,19,11,29
43395.37579,3.44,-24.89,▼  ,129,43412.37579,2,SS ,115823000,0,7334,40,-1.14,3.43,3.49,7334,1,4,2,3,6,19,10,51
43395.37579,3.44,-24.89,▼  ,130,43412.37579,1,BB ,116683000,0,7334,41,-1.14,3.43,3.49,7334,1,4,1,2,6,19,9,50
43395.3758,3.42,-25.33,▼  ,135,43412.3758,5,S  ,120958000,0,7334,42,-1.16,3.43,3.49,7334,2,4,4,5,6,20,13,131
43395.3758,3.44,-24.89,▼  ,136,43412.3758,1,B  ,121818000,0,7334,43,-1.14,3.42,3.44,7334,2,3,1,1,6,19,10,27
43395.3758,3.42,-25.33,▼  ,138,43412.3758,2,SS ,123528000,0,7334,44,-1.16,3.41,3.42,7334,1,1,4,15,6,16,11,51
43395.3758,3.42,-25.33,▼  ,139,43412.3758,1,SS ,124383000,0,7334,45,-1.16,3.41,3.42,7334,1,1,4,15,6,16,11,51
43395.3758,3.43,-25.11,▼  ,140,43412.3758,1,BB ,125240000,0,7334,46,-1.15,3.42,3.44,7334,2,3,1,2,6,19,10,28
43395.3758,3.44,-24.89,▼  ,143,43412.3758,3,BB ,127820000,0,7334,47,-1.14,3.42,3.46,7334,1,2,3,3,5,18,12,29
43395.37581,3.44,-24.89,▼  ,144,43412.37581,1,SS ,128680000,0,7334,48,-1.14,3.43,3.46,7334,2,2,1,1,7,19,10,26
43395.37583,3.46,-24.45,▼  ,145,43412.37583,1,B  ,129545000,0,7334,49,-1.12,3.43,3.46,7334,1,1,3,3,9,54,14,38
43395.37583,3.44,-24.89,▼  ,147,43412.37583,2,SS ,131265000,0,7334,50,-1.14,3.43,3.47,7334,2,5,3,5,11,56,13,53
43395.37586,3.44,-24.89,▼  ,148,43412.37586,1,SS ,132125000,0,7334,51,-1.14,3.43,3.45,7334,1,1,2,2,7,32,12,50
43395.37586,3.45,-24.67,▼  ,149,43412.37586,1,BB ,132988000,0,7334,52,-1.13,3.43,3.46,7334,1,6,2,2,10,46,12,50
43395.37587,3.43,-25.11,▼  ,150,43412.37587,1,SS ,133845000,0,7334,53,-1.15,3.42,3.44,7334,2,7,2,2,9,32,11,50
43395.37587,3.42,-25.33,▼  ,151,43412.37587,1,SS ,134700000,0,7334,54,-1.16,3.41,3.44,7334,2,7,3,14,9,29,10,60
43395.37589,3.44,-24.89,▼  ,152,43412.37589,1,SS ,135560000,0,7353,55,-1.14,3.43,3.45,7353,2,7,2,2,11,57,13,40
43395.3759,3.44,-24.89,▼  ,155,43412.3759,3,BB ,138140000,0,7353,56,-1.14,3.42,3.45,7353,2,7,2,2,9,45,12,61
43395.37591,3.44,-24.89,▼  ,160,43412.37591,5,BB ,142440000,0,7353,57,-1.14,3.42,3.45,7353,2,7,3,3,7,39,13,62
