,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43385.375,0.49,-14.04,▼  ,167,43412.375,167,B  ,20458000,0,14126,1,-0.08,0,0,14126,0,0,0,0,0,0,0,0
43385.375,0.49,-14.04,▼  ,293,43412.375,126,BB ,35893000,0,14126,2,-0.08,0.48,0.5,14126,5,38,1,1,13,162,25,124
43385.375,0.5,-12.28,▼  ,294,43412.375,1,B  ,36018000,0,14126,3,-0.07,0.48,0.5,14126,5,37,1,1,13,161,25,124
43385.37501,0.5,-12.28,▼  ,309,43412.37501,15,B  ,37893000,0,14126,4,-0.07,0.48,0.5,14126,5,22,1,1,13,146,25,124
43385.37501,0.5,-12.28,▼  ,331,43412.37501,22,BB ,40643000,0,14126,5,-0.07,0.48,0.51,14126,2,31,1,1,12,157,25,124
43385.37502,0.48,-15.79,▼  ,332,43412.37502,1,SS ,40763000,0,14126,6,-0.09,0.47,0.51,14126,2,31,3,10,12,157,25,125
43385.37505,0.5,-12.28,▼  ,333,43412.37505,1,BB ,40888000,0,14126,7,-0.07,0.47,0.51,14126,2,31,3,10,12,157,25,125
43385.37506,0.51,-10.53,▼  ,352,43412.37506,19,B  ,43310000,0,14126,8,-0.06,0.48,0.51,14126,2,12,1,1,12,138,25,124
43385.37506,0.51,-10.53,▼  ,364,43412.37506,12,BB ,44840000,0,14126,9,-0.06,0.51,0.52,14126,2,31,1,78,12,181,15,155
43385.37506,0.51,-10.53,▼  ,376,43412.37506,12,S  ,46370000,0,14126,10,-0.06,0.51,0.52,14126,1,1,1,66,11,151,15,143
43385.37506,0.51,-10.53,▼  ,377,43412.37506,1,S  ,46498000,0,14126,11,-0.06,0.51,0.52,14126,1,1,1,65,11,151,15,142
43385.37509,0.51,-10.53,▼  ,398,43412.37509,21,S  ,49175000,0,14126,12,-0.06,0.51,0.52,14126,1,1,1,44,11,151,17,123
43385.37509,0.51,-10.53,▼  ,428,43412.37509,30,S  ,53000000,0,14126,13,-0.06,0.51,0.52,14126,2,97,1,14,12,247,17,93
43385.3751,0.51,-10.53,▼  ,442,43412.3751,14,SS ,54785000,0,14126,14,-0.06,0.49,0.51,14126,1,82,1,96,12,370,19,367
43385.37512,0.5,-12.28,▼  ,447,43412.37512,5,SS ,55410000,0,14126,15,-0.07,0.48,0.5,14126,1,90,3,98,10,435,29,410
43385.37513,0.5,-12.28,▼  ,487,43412.37513,40,SS ,60410000,0,14126,16,-0.07,0.49,0.51,14126,2,103,1,95,13,391,19,458
43385.37515,0.5,-12.28,▼  ,492,43412.37515,5,S  ,61035000,0,14126,17,-0.07,0.5,0.51,14126,2,103,2,6,13,391,14,316
43385.37515,0.5,-12.28,▼  ,498,43412.37515,6,SS ,61785000,0,14126,18,-0.07,0.49,0.5,14126,1,91,1,5,10,449,21,370
43385.37515,0.5,-12.28,▼  ,499,43412.37515,1,B  ,61910000,0,14126,19,-0.07,0.49,0.5,14126,1,90,1,5,10,448,21,370
43385.37515,0.5,-12.28,▼  ,502,43412.37515,3,B  ,62285000,0,14126,20,-0.07,0.49,0.5,14126,1,87,1,5,10,445,21,370
43385.37515,0.5,-12.28,▼  ,542,43412.37515,40,B  ,67285000,0,14126,21,-0.07,0.49,0.5,14126,1,47,1,5,10,405,21,370
43385.37515,0.5,-12.28,▼  ,571,43412.37515,29,B  ,70910000,0,14126,22,-0.07,0.49,0.5,14126,1,18,1,5,10,376,21,370
43385.37515,0.5,-12.28,▼  ,572,43412.37515,1,BB ,71035000,0,14126,23,-0.07,0.49,0.51,14126,2,103,1,5,13,391,21,370
43385.37519,0.5,-12.28,▼  ,573,43412.37519,1,SS ,71160000,0,15892,24,-0.07,0.49,0.51,15892,1,8,2,103,13,297,21,467
43385.3752,0.51,-10.53,▼  ,575,43412.3752,2,B  ,71415000,0,15892,25,-0.06,0.49,0.51,15892,1,6,2,103,13,295,21,467
43385.3752,0.51,-10.53,▼  ,576,43412.3752,1,B  ,71543000,0,15892,26,-0.06,0.49,0.51,15892,1,5,2,103,13,294,21,467
43385.3752,0.51,-10.53,▼  ,578,43412.3752,2,B  ,71798000,0,15892,27,-0.06,0.49,0.51,15892,1,3,2,103,13,292,21,467
43385.3752,0.51,-10.53,▼  ,581,43412.3752,3,BB ,72180000,0,15892,28,-0.06,0.49,0.52,15892,3,98,2,103,14,344,21,467
43385.3752,0.51,-10.53,▼  ,582,43412.3752,1,BB ,72308000,0,15892,29,-0.06,0.5,0.52,15892,3,98,1,1,14,344,14,409
43385.3752,0.5,-12.28,▼  ,583,43412.3752,1,SS ,72433000,0,15892,30,-0.07,0.49,0.52,15892,3,98,2,103,14,344,21,467
43385.37521,0.51,-10.53,▼  ,584,43412.37521,1,B  ,72560000,0,15892,31,-0.06,0.5,0.51,15892,1,97,2,2,14,486,14,409
43385.37521,0.5,-12.28,▼  ,586,43412.37521,2,SS ,72810000,0,15892,32,-0.07,0.49,0.5,15892,1,4,1,5,14,393,18,367
43385.37521,0.5,-12.28,▼  ,590,43412.37521,4,BB ,73310000,0,15892,33,-0.07,0.49,0.52,15892,3,100,1,5,15,444,18,367
43385.37522,0.52,-8.77,▼  ,593,43412.37522,3,B  ,73700000,0,15892,34,-0.05,0.49,0.52,15892,1,97,2,8,13,441,19,370
43385.37522,0.51,-10.53,▼  ,595,43412.37522,2,B  ,73955000,0,15892,35,-0.06,0.49,0.51,15892,1,1,2,8,12,387,19,370
43385.37522,0.51,-10.53,▼  ,597,43412.37522,2,B  ,74210000,0,15892,36,-0.06,0.49,0.51,15892,1,2,2,8,12,388,19,370
43385.37522,0.51,-10.53,▼  ,599,43412.37522,2,BB ,74465000,0,15892,37,-0.06,0.49,0.52,15892,1,97,3,9,13,441,20,371
43385.37522,0.51,-10.53,▼  ,601,43412.37522,2,B  ,74720000,0,15892,38,-0.06,0.49,0.51,15892,1,1,3,9,12,387,20,371
43385.37522,0.51,-10.53,▼  ,602,43412.37522,1,B  ,74848000,0,15892,39,-0.06,0.49,0.51,15892,1,3,3,9,12,389,20,371
43385.37522,0.51,-10.53,▼  ,603,43412.37522,1,B  ,74975000,0,15892,40,-0.06,0.49,0.51,15892,1,2,3,9,12,388,20,371
