,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43398.375,3.76,-44.21,▼  ,68,43412.375,68,B  ,63920000,0,1198,1,-2.98,0,0,1198,0,0,0,0,0,0,0,0
43398.37501,3.79,-43.77,▼  ,69,43412.37501,1,BB ,64868000,0,1198,2,-2.95,3.5,3.8,1198,4,35,1,4,8,40,5,9
43398.37501,3.8,-43.62,▼  ,79,43412.37501,10,B  ,74368000,0,1198,3,-2.94,3.5,3.8,1198,1,25,1,4,5,30,5,9
43398.37502,3.8,-43.62,▼  ,104,43412.37502,25,BB ,98118000,0,1198,4,-2.94,3.65,3.94,1198,1,9,1,9,5,22,5,16
43398.37509,3.85,-42.88,▼  ,105,43412.37509,1,SS ,99080000,0,1198,5,-2.89,3.84,3.86,1198,2,2,2,2,10,10,8,8
43398.37509,3.85,-42.88,▼  ,106,43412.37509,1,SS ,100043000,0,1198,6,-2.89,3.84,3.86,1198,1,1,2,2,9,9,8,8
43398.37509,3.85,-42.88,▼  ,107,43412.37509,1,SS ,101005000,0,1198,7,-2.89,3.84,3.86,1198,2,2,2,2,10,10,8,8
43398.37509,3.85,-42.88,▼  ,108,43412.37509,1,SS ,101968000,0,1198,8,-2.89,3.84,3.86,1198,1,1,2,2,9,9,8,8
43398.37509,3.86,-42.73,▼  ,110,43412.37509,2,BB ,103898000,0,1198,9,-2.88,3.84,3.87,1198,2,2,2,2,10,18,8,8
43398.37509,3.85,-42.88,▼  ,111,43412.37509,1,S  ,104860000,0,1198,10,-2.89,3.85,3.87,1198,2,2,1,1,10,18,7,7
43398.37509,3.85,-42.88,▼  ,112,43412.37509,1,SS ,105823000,0,1198,11,-2.89,3.84,3.86,1198,1,1,2,2,9,9,7,15
43398.37509,3.84,-43.03,▼  ,114,43412.37509,2,SS ,107743000,0,1198,12,-2.9,3.83,3.86,1198,1,1,1,1,9,9,7,28
43398.37509,3.83,-43.18,▼  ,115,43412.37509,1,SS ,108700000,0,1198,13,-2.91,3.82,3.84,1198,1,1,2,2,9,9,6,19
43398.3751,3.79,-43.77,▼  ,116,43412.3751,1,BB ,109648000,0,1198,14,-2.95,3.78,3.8,1198,1,1,2,2,9,9,7,28
43398.3751,3.8,-43.62,▼  ,117,43412.3751,1,BB ,110598000,0,1198,15,-2.94,3.78,3.81,1198,2,2,2,2,10,10,7,28
43398.3751,3.8,-43.62,▼  ,118,43412.3751,1,BB ,111548000,0,1198,16,-2.94,3.78,3.81,1198,2,2,2,2,10,10,7,28
43398.3751,3.8,-43.62,▼  ,119,43412.3751,1,BB ,112498000,0,1198,17,-2.94,3.78,3.81,1198,2,2,2,2,10,10,7,28
43398.3751,3.79,-43.77,▼  ,120,43412.3751,1,B  ,113445000,0,1198,18,-2.95,3.77,3.79,1198,1,1,1,1,8,8,6,35
43398.3751,3.79,-43.77,▼  ,121,43412.3751,1,BB ,114393000,0,1198,19,-2.95,3.76,3.8,1198,1,1,1,1,9,9,6,43
43398.3751,3.79,-43.77,▼  ,122,43412.3751,1,BB ,115340000,0,1198,20,-2.95,3.76,3.8,1198,1,1,1,1,9,9,6,43
43398.3751,3.79,-43.77,▼  ,123,43412.3751,1,BB ,116288000,0,1198,21,-2.95,3.77,3.8,1198,1,1,1,1,9,9,6,35
43398.37512,3.79,-43.77,▼  ,124,43412.37512,1,BB ,117235000,0,1198,22,-2.95,3.77,3.8,1198,1,1,2,2,8,8,6,27
43398.37512,3.79,-43.77,▼  ,125,43412.37512,1,BB ,118183000,0,1198,23,-2.95,3.78,3.8,1198,1,1,2,2,8,8,7,20
43398.37512,3.8,-43.62,▼  ,126,43412.37512,1,BB ,119133000,0,1198,24,-2.94,3.78,3.81,1198,1,1,2,2,8,8,7,20
43398.37512,3.8,-43.62,▼  ,127,43412.37512,1,S  ,120083000,0,1198,25,-2.94,3.8,3.82,1198,1,1,1,1,6,6,8,8
43398.37512,3.8,-43.62,▼  ,128,43412.37512,1,SS ,121033000,0,1198,26,-2.94,3.79,3.82,1198,1,1,2,2,6,6,8,13
43398.37512,3.79,-43.77,▼  ,129,43412.37512,1,SS ,121980000,0,1198,27,-2.95,3.78,3.8,1198,1,1,2,2,6,6,7,20
43398.37512,3.79,-43.77,▼  ,131,43412.37512,2,SS ,123875000,0,1198,28,-2.95,3.78,3.8,1198,1,1,2,2,6,6,7,20
43398.37512,3.79,-43.77,▼  ,132,43412.37512,1,BB ,124823000,0,1198,29,-2.95,3.78,3.8,1198,2,2,2,2,8,16,7,20
43398.37512,3.78,-43.92,▼  ,134,43412.37512,2,SS ,126713000,0,1198,30,-2.96,3.77,3.8,1198,2,2,2,2,8,16,6,27
43398.37512,3.79,-43.77,▼  ,135,43412.37512,1,BB ,127660000,0,1198,31,-2.95,3.77,3.8,1198,2,2,2,2,8,16,6,27
43398.37512,3.79,-43.77,▼  ,136,43412.37512,1,BB ,128608000,0,1198,32,-2.95,3.77,3.8,1198,2,2,2,2,8,16,6,27
43398.37512,3.8,-43.62,▼  ,137,43412.37512,1,BB ,129558000,0,1198,33,-2.94,3.79,3.81,1198,1,1,2,2,7,15,8,13
43398.37513,3.81,-43.47,▼  ,139,43412.37513,2,SS ,131463000,0,1198,34,-2.93,3.8,3.82,1198,1,1,1,1,6,6,8,8
43398.37513,3.8,-43.62,▼  ,140,43412.37513,1,S  ,132413000,0,1198,35,-2.94,3.8,3.82,1198,1,1,1,1,7,7,8,8
43398.37513,3.81,-43.47,▼  ,141,43412.37513,1,S  ,133365000,0,1466,36,-2.93,3.8,3.82,1466,2,2,1,1,7,7,6,6
43398.37513,3.82,-43.32,▼  ,143,43412.37513,2,BB ,135275000,0,1466,37,-2.92,3.8,3.83,1466,1,1,1,1,7,15,6,6
43398.37513,3.82,-43.32,▼  ,144,43412.37513,1,BB ,136230000,0,1466,38,-2.92,3.8,3.83,1466,1,1,1,1,7,15,7,12
43398.37513,3.82,-43.32,▼  ,145,43412.37513,1,BB ,137185000,0,1466,39,-2.92,3.81,3.83,1466,1,1,1,1,7,15,7,12
43398.37513,3.83,-43.18,▼  ,146,43412.37513,1,BB ,138143000,0,1466,40,-2.91,3.82,3.84,1466,2,2,1,1,7,23,7,12
43398.37513,3.84,-43.03,▼  ,148,43412.37513,2,BB ,140063000,0,1466,41,-2.9,3.82,3.84,1466,2,2,1,1,7,23,7,12
43398.37513,3.86,-42.73,▼  ,150,43412.37513,2,SS ,141993000,0,1466,42,-2.88,3.84,3.89,1466,1,1,2,2,8,36,8,8
43398.37513,3.86,-42.73,▼  ,152,43412.37513,2,BB ,143923000,0,1466,43,-2.88,3.84,3.87,1466,2,2,1,1,9,21,6,6
43398.37513,3.84,-43.03,▼  ,153,43412.37513,1,BB ,144883000,0,1466,44,-2.9,3.83,3.85,1466,2,2,1,1,9,9,6,6
43398.37513,3.85,-42.88,▼  ,155,43412.37513,2,BB ,146808000,0,1466,45,-2.89,3.83,3.86,1466,1,1,1,1,8,8,6,6
43398.37513,3.84,-43.03,▼  ,156,43412.37513,1,BB ,147768000,0,1466,46,-2.9,3.82,3.85,1466,1,1,1,1,6,6,6,6
43398.37514,3.87,-42.58,▼  ,157,43412.37514,1,BB ,148735000,0,1466,47,-2.87,3.85,3.88,1466,1,1,2,2,6,18,7,7
43398.37514,3.86,-42.73,▼  ,159,43412.37514,2,S  ,150665000,0,1466,48,-2.88,3.85,3.88,1466,1,1,2,2,5,17,7,7
43398.37514,3.86,-42.73,▼  ,160,43412.37514,1,SS ,151630000,0,1466,49,-2.88,3.85,3.87,1466,1,1,2,2,5,5,7,7
43398.37514,3.85,-42.88,▼  ,162,43412.37514,2,SS ,153555000,0,1466,50,-2.89,3.84,3.87,1466,1,1,1,1,5,5,7,7
43398.37515,3.85,-42.88,▼  ,163,43412.37515,1,S  ,154518000,0,1466,51,-2.89,3.84,3.87,1466,2,2,1,1,6,6,6,6
43398.37515,3.85,-42.88,▼  ,165,43412.37515,2,SS ,156443000,0,1466,52,-2.89,3.84,3.86,1466,1,1,1,1,5,5,7,7
43398.37515,3.82,-43.32,▼  ,166,43412.37515,1,SS ,157398000,0,1466,53,-2.92,3.81,3.83,1466,2,2,2,2,9,9,7,15
43398.37515,3.81,-43.47,▼  ,167,43412.37515,1,BB ,158350000,0,1466,54,-2.93,3.8,3.82,1466,2,2,1,1,10,10,5,18
43398.37515,3.8,-43.62,▼  ,168,43412.37515,1,S  ,159300000,0,1466,55,-2.94,3.8,3.82,1466,1,1,1,1,9,9,5,18
43398.37515,3.8,-43.62,▼  ,169,43412.37515,1,B  ,160250000,0,1466,56,-2.94,3.77,3.8,1466,1,1,1,1,9,9,5,34
43398.37515,3.81,-43.47,▼  ,170,43412.37515,1,SS ,161203000,0,1466,57,-2.93,3.8,3.83,1466,2,2,2,2,9,9,9,14
43398.37515,3.81,-43.47,▼  ,172,43412.37515,2,SS ,163108000,0,1466,58,-2.93,3.8,3.83,1466,2,2,2,2,9,9,9,14
43398.37516,3.81,-43.47,▼  ,173,43412.37516,1,S  ,164060000,0,1466,59,-2.93,3.81,3.82,1466,1,1,1,1,9,9,9,9
43398.37516,3.81,-43.47,▼  ,174,43412.37516,1,BB ,165013000,0,1466,60,-2.93,3.8,3.82,1466,2,2,2,2,10,10,8,13
43398.37516,3.81,-43.47,▼  ,175,43412.37516,1,BB ,165965000,0,1466,61,-2.93,3.8,3.82,1466,2,2,1,1,10,10,7,12
43398.37516,3.81,-43.47,▼  ,176,43412.37516,1,BB ,166918000,0,1466,62,-2.93,3.8,3.82,1466,2,2,1,1,10,10,7,12
43398.37516,3.82,-43.32,▼  ,177,43412.37516,1,B  ,167873000,0,1466,63,-2.92,3.8,3.82,1466,1,1,1,1,9,9,7,12
43398.37516,3.81,-43.47,▼  ,178,43412.37516,1,BB ,168825000,0,1466,64,-2.93,3.8,3.82,1466,1,1,1,1,9,9,7,12
43398.37516,3.81,-43.47,▼  ,179,43412.37516,1,BB ,169778000,0,1466,65,-2.93,3.8,3.82,1466,1,1,1,1,9,9,7,12
43398.37516,3.8,-43.62,▼  ,180,43412.37516,1,S  ,170728000,0,1466,66,-2.94,3.8,3.82,1466,1,1,1,1,9,9,7,12
43398.37516,3.81,-43.47,▼  ,181,43412.37516,1,SS ,171680000,0,1466,67,-2.93,3.79,3.82,1466,1,1,1,1,9,9,7,20
43398.37519,3.81,-43.47,▼  ,182,43412.37519,1,SS ,172633000,0,1466,68,-2.93,3.8,3.82,1466,1,1,2,2,8,16,9,17
43398.37519,3.81,-43.47,▼  ,183,43412.37519,1,SS ,173585000,0,1466,69,-2.93,3.8,3.82,1466,1,1,2,2,8,16,9,17
43398.37519,3.78,-43.92,▼  ,184,43412.37519,1,B  ,174530000,0,1466,70,-2.96,3.77,3.78,1466,1,1,1,1,7,7,5,34
43398.37519,3.78,-43.92,▼  ,185,43412.37519,1,BB ,175475000,0,1466,71,-2.96,3.77,3.79,1466,2,2,1,1,7,7,5,34
43398.37519,3.78,-43.92,▼  ,186,43412.37519,1,BB ,176420000,0,1466,72,-2.96,3.77,3.79,1466,1,1,1,1,7,12,5,26
43398.37519,3.81,-43.47,▼  ,187,43412.37519,1,B  ,177373000,0,1466,73,-2.93,3.78,3.81,1466,1,1,1,1,6,6,6,11
43398.37519,3.8,-43.62,▼  ,188,43412.37519,1,SS ,178323000,0,1466,74,-2.94,3.79,3.82,1466,1,1,1,1,8,21,6,6
43398.3752,3.79,-43.77,▼  ,189,43412.3752,1,SS ,179270000,0,1466,75,-2.95,3.78,3.81,1466,1,1,2,2,9,41,8,13
43398.3752,3.79,-43.77,▼  ,190,43412.3752,1,SS ,180218000,0,1466,76,-2.95,3.78,3.81,1466,1,1,2,2,9,41,8,13
43398.3752,3.79,-43.77,▼  ,191,43412.3752,1,SS ,181165000,0,1466,77,-2.95,3.78,3.81,1466,1,1,2,2,9,41,8,13
43398.3752,3.81,-43.47,▼  ,192,43412.3752,1,SS ,182118000,0,1466,78,-2.93,3.8,3.83,1466,1,1,1,1,8,32,7,7
43398.37521,3.78,-43.92,▼  ,193,43412.37521,1,BB ,183063000,0,1466,79,-2.96,3.77,3.79,1466,2,2,2,2,10,10,7,20
43398.37521,3.79,-43.77,▼  ,195,43412.37521,2,BB ,184958000,0,1466,80,-2.95,3.77,3.8,1466,3,3,3,3,9,9,8,21
43398.37521,3.79,-43.77,▼  ,196,43412.37521,1,B  ,185905000,0,1466,81,-2.95,3.78,3.79,1466,1,1,1,1,8,8,8,13
43398.37521,3.79,-43.77,▼  ,197,43412.37521,1,BB ,186853000,0,1466,82,-2.95,3.78,3.8,1466,2,2,1,1,8,8,8,13
43398.37521,3.8,-43.62,▼  ,199,43412.37521,2,BB ,188753000,0,1466,83,-2.94,3.78,3.81,1466,2,2,2,2,9,17,9,14
43398.37521,3.8,-43.62,▼  ,201,43412.37521,2,BB ,190653000,0,1466,84,-2.94,3.78,3.81,1466,2,2,2,2,9,17,9,14
43398.37521,3.81,-43.47,▼  ,203,43412.37521,2,BB ,192558000,0,1466,85,-2.93,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.81,-43.47,▼  ,205,43412.37521,2,BB ,194463000,0,1466,86,-2.93,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.81,-43.47,▼  ,207,43412.37521,2,BB ,196368000,0,1466,87,-2.93,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.8,-43.62,▼  ,208,43412.37521,1,SS ,197318000,0,1466,88,-2.94,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.8,-43.62,▼  ,209,43412.37521,1,SS ,198268000,0,1466,89,-2.94,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.8,-43.62,▼  ,210,43412.37521,1,SS ,199218000,0,1466,90,-2.94,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.81,-43.47,▼  ,211,43412.37521,1,B  ,200170000,0,1466,91,-2.93,3.79,3.82,1466,1,1,2,2,8,16,10,10
43398.37521,3.8,-43.62,▼  ,212,43412.37521,1,SS ,201120000,0,1466,92,-2.94,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.8,-43.62,▼  ,213,43412.37521,1,SS ,202070000,0,1466,93,-2.94,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.8,-43.62,▼  ,214,43412.37521,1,SS ,203020000,0,1466,94,-2.94,3.79,3.82,1466,2,2,2,2,9,25,10,10
43398.37521,3.82,-43.32,▼  ,216,43412.37521,2,BB ,204930000,0,1466,95,-2.92,3.8,3.83,1466,1,1,1,1,8,32,9,9
43398.37521,3.8,-43.62,▼  ,217,43412.37521,1,SS ,205880000,0,1466,96,-2.94,3.79,3.83,1466,1,1,2,2,8,32,10,10
43398.37521,3.8,-43.62,▼  ,218,43412.37521,1,SS ,206830000,0,1466,97,-2.94,3.79,3.83,1466,1,1,2,2,8,32,10,10
43398.37521,3.8,-43.62,▼  ,219,43412.37521,1,S  ,207780000,0,1466,98,-2.94,3.8,3.81,1466,1,1,1,1,9,17,9,9
43398.37521,3.8,-43.62,▼  ,220,43412.37521,1,SS ,208730000,0,1466,99,-2.94,3.79,3.81,1466,1,1,2,2,9,17,10,10
43398.37521,3.8,-43.62,▼  ,221,43412.37521,1,SS ,209680000,0,1466,100,-2.94,3.79,3.82,1466,2,2,2,2,10,26,10,10
