,#QUERYING,,,,,,,,,,,,,,,,,,,,,,
시간,현재가,등락율,등락구분,거래량,체결시간,체결량,체결성향,거래대금,체결강도,미결제약정수량,체결번호,대비,체결매수호가,체결매도호가,체결미결제약정수량,체결우선호가매도건수,체결우선호가매도잔량,체결우선호가매수건수,체결우선호가매수잔량,체결5호가매도건수,체결5호가매도잔량,체결5호가매수건수,체결5호가매수잔량
43397.375,5.05,16.63,▲  ,9,43412.375,9,B  ,11363000,0,3998,1,0.72,0,0,3998,0,0,0,0,0,0,0,0
43397.375,5.1,17.78,▲  ,11,43412.375,2,BB ,13913000,0,3998,2,0.77,5.05,5.11,3998,1,1,2,34,5,41,6,41
43397.375,5.11,18.01,▲  ,12,43412.375,1,BB ,15190000,0,3998,3,0.78,5.05,5.21,3998,1,10,2,34,5,60,6,41
43397.375,5.21,20.32,▲  ,22,43412.375,10,BB ,28215000,0,3998,4,0.88,5.05,5.31,3998,1,10,2,34,5,60,6,41
43397.37501,5.27,21.71,▲  ,23,43412.37501,1,B  ,29533000,0,3998,5,0.94,5.05,5.27,3998,1,11,1,4,5,57,5,42
43397.37501,5.05,16.63,▲  ,27,43412.37501,4,SS ,34583000,0,3998,6,0.72,5,5.27,3998,1,11,1,2,5,57,5,29
43397.37506,5.12,18.24,▲  ,28,43412.37506,1,S  ,35863000,0,3998,7,0.79,5.12,5.31,3998,1,10,1,11,5,56,5,48
43397.37513,5.07,17.09,▲  ,29,43412.37513,1,SS ,37130000,0,4241,8,0.74,5.02,5.23,4241,1,1,1,12,6,48,6,51
43397.37513,5.05,16.63,▲  ,30,43412.37513,1,BB ,38393000,0,4241,9,0.72,5.02,5.23,4241,1,1,1,12,6,48,6,51
43397.37513,5.05,16.63,▲  ,31,43412.37513,1,B  ,39655000,0,4241,10,0.72,5.02,5.23,4241,1,1,1,12,6,37,6,51
43397.37513,5.02,15.94,▲  ,32,43412.37513,1,S  ,40910000,0,4241,11,0.69,5.02,5.23,4241,1,1,1,11,6,48,6,50
43397.37513,5.02,15.94,▲  ,33,43412.37513,1,S  ,42165000,0,4241,12,0.69,5.02,5.23,4241,1,1,1,10,6,48,6,49
43397.37515,5.07,17.09,▲  ,34,43412.37515,1,BB ,43433000,0,4241,13,0.74,5.03,5.2,4241,1,12,1,30,6,50,6,69
43397.37516,5.12,18.24,▲  ,35,43412.37516,1,BB ,44713000,0,4241,14,0.79,5.03,5.18,4241,1,12,1,30,5,49,6,80
43397.37516,5.08,17.32,▲  ,37,43412.37516,2,SS ,47253000,0,4241,15,0.75,5.03,5.2,4241,1,12,1,30,6,59,6,80
43397.37521,5.18,19.63,▲  ,38,43412.37521,1,B  ,48548000,0,4241,16,0.85,5.04,5.18,4241,1,11,1,12,5,48,7,82
43397.37528,5.05,16.63,▲  ,39,43412.37528,1,S  ,49810000,0,4246,17,0.72,5.05,5.17,4246,2,31,1,11,6,79,7,81
43397.3753,5.03,16.17,▲  ,40,43412.3753,1,S  ,51068000,0,4246,18,0.7,5.03,5.17,4246,2,31,1,1,6,79,7,60
43397.3753,5.08,17.32,▲  ,41,43412.3753,1,SS ,52338000,0,4246,19,0.75,5.03,5.17,4246,2,31,1,30,6,79,7,89
43397.37534,5.13,18.48,▲  ,42,43412.37534,1,S  ,53620000,0,4246,20,0.8,5.03,5.17,4246,1,2,1,1,7,81,5,57
43397.37535,5.03,16.17,▲  ,43,43412.37535,1,S  ,54878000,0,4246,21,0.7,5.03,5.11,4246,1,2,1,29,5,36,7,99
43397.3755,5.11,18.01,▲  ,44,43412.3755,1,BB ,56155000,0,4248,22,0.78,5.05,5.12,4248,1,8,1,2,5,46,6,52
43397.3755,5.12,18.24,▲  ,52,43412.3755,8,BB ,66395000,0,4248,23,0.79,5.05,5.16,4248,1,2,1,2,6,51,6,52
43397.37552,5.17,19.4,▲  ,53,43412.37552,1,BB ,67688000,0,4249,24,0.84,5.17,5.18,4249,1,2,1,1,5,50,6,40
